XMDTENT,XMDTSITE,XMDTDOCNO,XMDTDOCDT,XMDT004,XMDT002,XMDT003,XMDTSTUS,XMDT015
3,JINPAO,JP2101-20180830001,2018-08-30 00:00:00,S008,560146,MKTS5,Y,2018-08-30 00:00:00
3,JINPAO,JP2106-20190820003,2019-08-20 00:00:00,T009,470013,MKTS4,Y,2019-08-20 00:00:00
3,JINPAO,JP2105-20210325001,2021-03-25 00:00:00,D003,550024,MKTS3,Y,2021-03-25 00:00:00
3,JINPAO,JP2106-20210622001,2021-06-22 00:00:00,C013,510043,MKTS2,Y,2021-06-22 00:00:00
3,JINPAO,JP2106-20211004003,2021-10-04 00:00:00,F035,510028,MKTS2,Y,2021-10-04 00:00:00
3,JINPAO,JP2109-20211004001,2021-10-04 00:00:00,R008,510028,MKTS2,Y,2021-10-04 00:00:00
3,JINPAO,JP2109-20211004002,2021-10-04 00:00:00,R008,510028,MKTS2,Y,2021-10-04 00:00:00
3,JINPAO,JP2105-20211025001,2021-10-25 00:00:00,F006,550024,MKTS3,Y,2021-10-25 00:00:00
3,JINPAO,JP2106-20220208002,2022-02-08 00:00:00,M016,510017,MKTS1,Y,2022-02-08 00:00:00
3,JINPAO,JP2106-20220806001,2022-08-06 00:00:00,A020,510043,MKTS2,Y,2022-08-06 00:00:00
3,JINPAO,JP2106-20220806002,2022-08-06 00:00:00,A020,510043,MKTS2,Y,2022-08-06 00:00:00
3,JINPAO,JP2101-20230109002,2023-01-09 00:00:00,S067,580803,MKTS5,Y,2023-01-09 00:00:00
3,JINPAO,JP2105-20230920001,2023-09-20 00:00:00,H001,610346,MKTS3,Y,2023-09-20 00:00:00
3,JINPAO,JP2106-20231120001,2023-11-20 00:00:00,V011,510028,MKTS2,Y,2023-11-20 00:00:00
3,JINPAO,JP2105-20240221003,2024-02-21 00:00:00,S008,510043,MKTS2,Y,2024-02-21 00:00:00
3,JINPAO,JP2105-20240422001,2024-04-22 00:00:00,D018,550024,MKTS3,Y,2024-04-22 00:00:00
3,JINPAO,JP2105-20240515001,2024-05-15 00:00:00,S024,640004,MKTS4,Y,2024-05-15 00:00:00
3,JINPAO,JP2101-20250312002,2025-03-12 00:00:00,C024,650717,MKTS5,Y,2025-03-12 00:00:00
3,JINPAO,JP2101-20250408005,2025-04-08 00:00:00,T068,650114,MKTS5,Y,2025-04-08 00:00:00
3,JINPAO,JP2108-20180618001,2018-06-18 00:00:00,T034,510043,MKTS1,Y,2018-06-18 00:00:00
3,JINPAO,JP2105-20181130002,2018-11-30 00:00:00,C041,510043,MKTS1,Y,2018-11-30 00:00:00
3,JINPAO,JP2105-20201030002,2020-10-30 00:00:00,H001,550024,MKTS3,Y,2020-10-30 00:00:00
3,JINPAO,JP2105-20220914001,2022-09-14 00:00:00,F005,520035,MKTS4,Y,2022-09-14 00:00:00
3,JINPAO,JP2105-20221117002,2022-11-17 00:00:00,F005,520035,MKTS4,Y,2022-11-17 00:00:00
3,JINPAO,JP2105-20230210001,2023-02-10 00:00:00,S050,550025,MKTS4,Y,2023-02-10 00:00:00
3,JINPAO,JP2101-20230311001,2023-03-11 00:00:00,T026,560146,MKTS5,Y,2023-03-11 00:00:00
3,JINPAO,JP2107-20240122001,2024-01-22 00:00:00,S080,550025,MKTS4,Y,2024-01-22 00:00:00
3,JINPAO,JP2101-20230608001,2023-06-08 00:00:00,A027,560146,MKTS5,Y,2023-06-08 00:00:00
3,JINPAO,JP2101-20240411001,2024-04-11 00:00:00,T021,650114,MKTS5,Y,2024-04-11 00:00:00
3,JINPAO,JP2101-20240411002,2024-04-11 00:00:00,T021,650114,MKTS5,Y,2024-04-11 00:00:00
3,JINPAO,JP2101-20240411003,2024-04-11 00:00:00,T021,650114,MKTS5,Y,2024-04-11 00:00:00
3,JINPAO,JP2101-20240709001,2024-07-09 00:00:00,A033,560146,MKTS5,Y,2024-07-09 00:00:00
3,JINPAO,JP2101-20240709002,2024-07-09 00:00:00,A033,560146,MKTS5,Y,2024-07-09 00:00:00
3,JINPAO,JP2101-20241007003,2024-10-07 00:00:00,S089,560146,MKTS5,N,2024-10-07 00:00:00
3,JINPAO,JP2105-20241028002,2024-10-28 00:00:00,D003,490020,MKTS3,Y,2024-10-28 00:00:00
3,JINPAO,JP2106-20190124001,2019-01-24 00:00:00,M046,510028,MKTS2,Y,2019-01-24 00:00:00
3,JINPAO,JP2105-20190301003,2019-03-01 00:00:00,E005,550024,MKTS3,Y,2019-03-01 00:00:00
3,JINPAO,JP2106-20190808001,2019-08-08 00:00:00,F035,550040,MKTS2,Y,2019-08-08 00:00:00
3,JINPAO,JP2104-20191203001,2019-12-03 00:00:00,F023,580070,MKTS2,Y,2019-12-03 00:00:00
3,JINPAO,JP2105-20200424004,2020-04-24 00:00:00,F005,520035,MKTS4,Y,2020-04-24 00:00:00
3,JINPAO,JP2109-20200629001,2020-06-29 00:00:00,S008,540052,MKTS2,Y,2020-06-29 00:00:00
3,JINPAO,JP2106-20200702003,2020-07-02 00:00:00,B001,510028,MKTS2,Y,2020-07-02 00:00:00
3,JINPAO,JP2105-20200909002,2020-09-09 00:00:00,P010,550025,MKTS4,Y,2020-09-09 00:00:00
3,JINPAO,JP2101-20201218001,2020-12-18 00:00:00,S067,560146,MKTS5,Y,2020-12-18 00:00:00
3,JINPAO,JP2105-20201218003,2020-12-18 00:00:00,C041,510043,MKTS1,Y,2020-12-18 00:00:00
3,JINPAO,JP2105-20201218004,2020-12-18 00:00:00,C041,510043,MKTS1,Y,2020-12-18 00:00:00
3,JINPAO,JP2105-20201218005,2020-12-18 00:00:00,C041,510043,MKTS1,Y,2020-12-18 00:00:00
3,JINPAO,JP2109-20220120001,2022-01-20 00:00:00,S008,510028,MKTS2,Y,2022-01-20 00:00:00
3,JINPAO,JP2106-20220406002,2022-04-06 00:00:00,A011,580128,MKTS2,Y,2022-04-06 00:00:00
3,JINPAO,JP2105-20220606001,2022-06-06 00:00:00,F005,520035,MKTS4,Y,2022-06-06 00:00:00
3,JINPAO,JP2101-20220719001,2022-07-19 00:00:00,E012,560146,MKTS5,Y,2022-07-19 00:00:00
3,JINPAO,JP2101-20220801001,2022-08-01 00:00:00,A027,650114,MKTS5,Y,2022-08-01 00:00:00
3,JINPAO,JP2101-20231202001,2023-12-02 00:00:00,C046,560146,MKTS5,Y,2023-12-02 00:00:00
3,JINPAO,JP2104-20240920001,2024-09-20 00:00:00,A020,510043,MKTS2,Y,2024-09-20 00:00:00
3,JINPAO,JP2105-20221206002,2022-12-06 00:00:00,L015,550025,MKTS4,Y,2022-12-06 00:00:00
3,JINPAO,JP2105-20230201002,2023-02-01 00:00:00,C013,620070,MKTS2,Y,2023-02-01 00:00:00
3,JINPAO,JP2106-20231024002,2023-10-24 00:00:00,R004,560071,MKTS1,Y,2023-10-24 00:00:00
3,JINPAO,JP2106-20231102001,2023-11-02 00:00:00,A020,510043,MKTS2,N,2023-11-02 00:00:00
3,JINPAO,JP2101-20240606001,2024-06-06 00:00:00,C043,650717,MKTS5,Y,2024-06-06 00:00:00
3,JINPAO,JP2104-20240719002,2024-07-19 00:00:00,A020,510043,MKTS2,Y,2024-07-22 00:00:00
3,JINPAO,JP2106-20240925001,2024-09-25 00:00:00,X004,510017,MKTS1,Y,2024-09-25 00:00:00
3,JINPAO,JP2101-20241019006,2024-10-19 00:00:00,A033,650114,MKTS5,Y,2024-10-19 00:00:00
3,JINPAO,JP2101-20241019007,2024-10-19 00:00:00,A033,650114,MKTS5,Y,2024-10-19 00:00:00
3,JINPAO,JP2101-20241120001,2024-11-20 00:00:00,S094,560146,MKTS5,Y,2024-11-20 00:00:00
3,JINPAO,JP2106-20250217003,2025-02-17 00:00:00,C050,510017,MKTS1,Y,2025-02-17 00:00:00
3,JINPAO,JP2105-20171204005,2017-12-04 00:00:00,C001,550024,MKTS3,Y,2017-12-04 00:00:00
3,JINPAO,JP2105-20170911004,2017-09-11 00:00:00,F022,550024,MKTS3,Y,2017-09-11 00:00:00
3,JINPAO,JP2105-20170911005,2017-09-11 00:00:00,F006,550024,MKTS3,Y,2017-09-11 00:00:00
3,JINPAO,JP2106-20180222007,2018-02-22 00:00:00,S031,510017,MKTS1,Y,2018-02-22 00:00:00
3,JINPAO,JP2101-20180723001,2018-07-23 00:00:00,E012,560146,MKTS5,Y,2018-07-23 00:00:00
3,JINPAO,JP2105-20180905003,2018-09-05 00:00:00,C041,510043,MKTS1,Y,2018-09-05 00:00:00
3,JINPAO,JP2107-20190801002,2019-08-01 00:00:00,B001,540052,MKTS2,Y,2019-08-01 00:00:00
3,JINPAO,JP2107-20190801001,2019-08-01 00:00:00,B001,540052,MKTS2,Y,2019-08-01 00:00:00
3,JINPAO,JP2101-20200118002,2020-01-18 00:00:00,T050,560146,MKTS5,Y,2020-01-18 00:00:00
3,JINPAO,JP2105-20200225002,2020-02-25 00:00:00,C014,540052,MKTS2,Y,2020-02-25 00:00:00
3,JINPAO,JP2101-20210827002,2021-08-27 00:00:00,S063,560146,MKTS5,Y,2021-08-27 00:00:00
3,JINPAO,JP2104-20211011001,2021-10-11 00:00:00,F021,510043,MKTS2,Y,2021-10-11 00:00:00
3,JINPAO,JP2106-20220113001,2022-01-13 00:00:00,C014,510043,MKTS2,Y,2022-01-13 00:00:00
3,JINPAO,JP2106-20220523001,2022-05-23 00:00:00,E008,640004,MKTS4,Y,2022-05-23 00:00:00
3,JINPAO,JP2101-20220713001,2022-07-13 00:00:00,S062,560146,MKTS5,Y,2022-07-13 00:00:00
3,JINPAO,JP2105-20220815001,2022-08-15 00:00:00,F005,520035,MKTS4,Y,2022-08-15 00:00:00
3,JINPAO,JP2101-20221222001,2022-12-22 00:00:00,A027,650717,MKTS5,Y,2022-12-22 00:00:00
3,JINPAO,JP2101-20230103001,2023-01-03 00:00:00,A027,650717,MKTS5,Y,2023-01-03 00:00:00
3,JINPAO,JP2101-20230103002,2023-01-03 00:00:00,A027,650717,MKTS5,Y,2023-01-03 00:00:00
3,JINPAO,JP2106-20230302002,2023-03-02 00:00:00,A020,510043,MKTS2,Y,2023-03-02 00:00:00
3,JINPAO,JP2105-20230309002,2023-03-09 00:00:00,S080,550025,MKTS4,Y,2023-03-09 00:00:00
3,JINPAO,JP2101-20230428001,2023-04-28 00:00:00,P024,560146,MKTS5,Y,2023-04-28 00:00:00
3,JINPAO,JP2106-20231124003,2023-11-24 00:00:00,F005,520035,MKTS4,Y,2023-11-24 00:00:00
3,JINPAO,JP2105-20210818001,2021-08-18 00:00:00,F005,520035,MKTS4,Y,2021-08-18 00:00:00
3,JINPAO,JP2105-20211028002,2021-10-28 00:00:00,D003,490020,MKTS3,Y,2021-10-28 00:00:00
3,JINPAO,JP2104-20220113001,2022-01-13 00:00:00,A020,510043,MKTS2,Y,2022-01-13 00:00:00
3,JINPAO,JP2105-20220127002,2022-01-27 00:00:00,C013,510043,MKTS2,Y,2022-01-27 00:00:00
3,JINPAO,JP2105-20220127003,2022-01-27 00:00:00,C013,510043,MKTS2,Y,2022-01-27 00:00:00
3,JINPAO,JP2105-20220127004,2022-01-27 00:00:00,C013,510043,MKTS2,Y,2022-01-27 00:00:00
3,JINPAO,JP2106-20220314002,2022-03-14 00:00:00,B033,620070,MKTS2,Y,2022-03-14 00:00:00
3,JINPAO,JP2101-20220817004,2022-08-17 00:00:00,S067,560146,MKTS5,Y,2022-08-17 00:00:00
3,JINPAO,JP2105-20230529002,2023-05-29 00:00:00,F005,520035,MKTS4,Y,2023-05-29 00:00:00
3,JINPAO,JP2106-20230830002,2023-08-30 00:00:00,B024,510028,MKTS2,N,2023-08-30 00:00:00
3,JINPAO,JP2106-20230902002,2023-09-02 00:00:00,C030,510017,MKTS1,Y,2023-09-02 00:00:00
3,JINPAO,JP2105-20231227001,2023-12-27 00:00:00,D003,490020,MKTS3,Y,2024-01-01 00:00:00
3,JINPAO,JP2109-20240130001,2024-01-30 00:00:00,S064,510028,MKTS2,Y,2024-01-30 00:00:00
3,JINPAO,JP2109-20240206001,2024-02-06 00:00:00,S008,510028,MKTS2,Y,2024-02-06 00:00:00
3,JINPAO,JP2105-20240306001,2024-03-06 00:00:00,F022,610346,MKTS3,Y,2024-03-06 00:00:00
3,JINPAO,JP2105-20240716002,2024-07-16 00:00:00,L015,620070,MKTS2,Y,2024-07-16 00:00:00
3,JINPAO,JP2106-20250116002,2025-01-16 00:00:00,D032,670432,MKTS3,Y,2025-01-16 00:00:00
3,JINPAO,JP2106-20250121003,2025-01-21 00:00:00,F005,520035,MKTS4,Y,2025-01-21 00:00:00
3,JINPAO,JP2101-20250304002,2025-03-04 00:00:00,S085,560146,MKTS5,Y,2025-03-04 00:00:00
3,JINPAO,JP2101-20250404001,2025-04-04 00:00:00,S092,560146,MKTS5,Y,2025-04-04 00:00:00
3,JINPAO,JP2106-20171118001,2017-11-18 00:00:00,F005,520035,MKTS4,Y,2017-11-18 00:00:00
3,JINPAO,JP2106-20171209001,2017-12-09 00:00:00,A020,580070,MKTS2,Y,2017-12-09 00:00:00
3,JINPAO,JP2105-20180117001,2018-01-17 00:00:00,C038,600395,MKTS2,Y,2018-01-17 00:00:00
3,JINPAO,JP2106-20180518001,2018-05-18 00:00:00,J004,520005,MKTS1,Y,2018-05-18 00:00:00
3,JINPAO,JP2101-20180601002,2018-06-01 00:00:00,T026,540071,MKTS5,Y,2018-06-01 00:00:00
3,JINPAO,JP2101-20190109003,2019-01-09 00:00:00,C038,550040,MKTS2,Y,2019-01-14 00:00:00
3,JINPAO,JP2105-20190921001,2019-09-21 00:00:00,F006,550024,MKTS3,Y,2019-09-21 00:00:00
3,JINPAO,JP2106-20191128001,2019-11-28 00:00:00,S059,580070,MKTS2,Y,2019-11-28 00:00:00
3,JINPAO,JP2106-20191128003,2019-11-28 00:00:00,S059,580070,MKTS2,Y,2019-11-28 00:00:00
3,JINPAO,JP2105-20200729001,2020-07-29 00:00:00,C041,510043,MKTS1,Y,2020-07-29 00:00:00
3,JINPAO,JP2105-20210427001,2021-04-27 00:00:00,H001,550024,MKTS3,Y,2021-04-27 00:00:00
3,JINPAO,JP2106-20220428001,2022-04-28 00:00:00,F021,620070,MKTS2,Y,2022-04-28 00:00:00
3,JINPAO,JP2105-20230314002,2023-03-14 00:00:00,C014,620070,MKTS2,Y,2023-03-14 00:00:00
3,JINPAO,JP2106-20201130001,2020-11-30 00:00:00,F037,510028,MKTS2,Y,2020-11-30 00:00:00
3,JINPAO,JP2101-20210120002,2021-01-20 00:00:00,E012,560146,MKTS5,Y,2021-01-20 00:00:00
3,JINPAO,JP2105-20210120003,2021-01-20 00:00:00,C038,620070,MKTS5,Y,2021-01-20 00:00:00
3,JINPAO,JP2105-20210323002,2021-03-23 00:00:00,H001,550024,MKTS3,Y,2021-03-23 00:00:00
3,JINPAO,JP2105-20210909002,2021-09-09 00:00:00,F005,520035,MKTS4,Y,2021-09-09 00:00:00
3,JINPAO,JP2105-20210823001,2021-08-23 00:00:00,B004,470013,MKTS4,Y,2021-08-23 00:00:00
3,JINPAO,JP2106-20220621001,2022-06-21 00:00:00,F021,620070,MKTS2,Y,2022-06-21 00:00:00
3,JINPAO,JP2101-20230630002,2023-06-30 00:00:00,E016,560146,MKTS5,Y,2023-06-30 00:00:00
3,JINPAO,JP2105-20230725001,2023-07-25 00:00:00,F005,520035,MKTS4,Y,2023-07-25 00:00:00
3,JINPAO,JP2106-20230824001,2023-08-24 00:00:00,A011,580128,MKTS2,Y,2023-08-24 00:00:00
3,JINPAO,JP2106-20230824002,2023-08-24 00:00:00,A011,580128,MKTS2,Y,2023-08-24 00:00:00
3,JINPAO,JP2105-20240222001,2024-02-22 00:00:00,C049,510043,MKTS2,Y,2024-02-22 00:00:00
3,JINPAO,JP2106-20240312002,2024-03-12 00:00:00,F005,520035,MKTS4,Y,2024-03-12 00:00:00
3,JINPAO,JP2106-20240808001,2024-08-08 00:00:00,T034,560071,MKTS1,Y,2024-08-08 00:00:00
3,JINPAO,JP2105-20241010001,2024-10-10 00:00:00,H025,610346,MKTS3,Y,2024-10-10 00:00:00
3,JINPAO,JP2106-20180111001,2018-01-11 00:00:00,J004,510017,MKTS1,Y,2018-01-11 00:00:00
3,JINPAO,JP2105-20190124001,2019-01-24 00:00:00,F030,550025,MKTS4,Y,2019-01-24 00:00:00
3,JINPAO,JP2106-20201224002,2020-12-24 00:00:00,J008,510017,MKTS1,Y,2020-12-24 00:00:00
3,JINPAO,JP2105-20201222005,2020-12-22 00:00:00,C038,510028,MKTS2,Y,2020-12-22 00:00:00
3,JINPAO,JP2105-20210528002,2021-05-28 00:00:00,C041,510017,MKTS1,Y,2021-05-28 00:00:00
3,JINPAO,JP2105-20210611002,2021-06-11 00:00:00,C013,510043,MKTS2,Y,2021-06-11 00:00:00
3,JINPAO,JP2101-20210615004,2021-06-15 00:00:00,E012,560146,MKTS5,Y,2019-12-26 00:00:00
3,JINPAO,JP2106-20210923003,2021-09-23 00:00:00,F035,510028,MKTS2,Y,2021-09-23 00:00:00
3,JINPAO,JP2101-20220214001,2022-02-14 00:00:00,A027,560146,MKTS5,Y,2022-02-14 00:00:00
3,JINPAO,JP2101-20220214002,2022-02-14 00:00:00,A027,560146,MKTS5,Y,2022-02-14 00:00:00
3,JINPAO,JP2101-20220214003,2022-02-14 00:00:00,A027,560146,MKTS5,Y,2022-02-14 00:00:00
3,JINPAO,JP2101-20220214004,2022-02-14 00:00:00,A027,560146,MKTS5,Y,2022-02-14 00:00:00
3,JINPAO,JP2106-20220621011,2022-06-21 00:00:00,C014,510043,MKTS2,Y,2022-06-21 00:00:00
3,JINPAO,JP2101-20220214006,2022-02-14 00:00:00,A027,560146,MKTS5,Y,2022-02-14 00:00:00
3,JINPAO,JP2101-20220214007,2022-02-14 00:00:00,A027,560146,MKTS5,Y,2022-02-14 00:00:00
3,JINPAO,JP2101-20220824001,2022-08-24 00:00:00,A027,560146,MKTS5,Y,2022-08-24 00:00:00
3,JINPAO,JP2106-20230313001,2023-03-13 00:00:00,C049,580128,MKTS2,Y,2023-03-13 00:00:00
3,JINPAO,JP2105-20200610001,2020-06-10 00:00:00,L015,550025,MKTS4,Y,2020-06-10 00:00:00
3,JINPAO,JP2105-20201012001,2020-10-12 00:00:00,C041,510043,MKTS1,Y,2020-10-12 00:00:00
3,JINPAO,JP2105-20210114001,2021-01-14 00:00:00,L015,520035,MKTS4,Y,2021-01-14 00:00:00
3,JINPAO,JP2101-20210121001,2021-01-21 00:00:00,E012,560146,MKTS5,Y,2021-01-21 00:00:00
3,JINPAO,JP2106-20210126001,2021-01-26 00:00:00,F037,510028,MKTS2,Y,2021-01-26 00:00:00
3,JINPAO,JP2105-20210601001,2021-06-01 00:00:00,F005,520035,MKTS4,Y,2021-06-01 00:00:00
3,JINPAO,JP2106-20210915002,2021-09-15 00:00:00,J014,510028,MKTS2,Y,2021-09-15 00:00:00
3,JINPAO,JP2106-20210915003,2021-09-15 00:00:00,J014,510028,MKTS2,Y,2021-09-15 00:00:00
3,JINPAO,JP2105-20220107001,2022-01-07 00:00:00,S073,550025,MKTS4,Y,2022-01-07 00:00:00
3,JINPAO,JP2105-20241021002,2024-10-21 00:00:00,L015,620070,MKTS2,Y,2024-10-21 00:00:00
3,JINPAO,JP2105-20221104002,2022-11-04 00:00:00,F005,520035,MKTS4,Y,2022-11-04 00:00:00
3,JINPAO,JP2106-20221130001,2022-11-30 00:00:00,L003,580128,MKTS2,Y,2022-11-30 00:00:00
3,JINPAO,JP2101-20221220001,2022-12-20 00:00:00,Q002,650717,MKTS5,Y,2022-12-20 00:00:00
3,JINPAO,JP2101-20230216003,2023-02-16 00:00:00,S084,560146,MKTS5,Y,2023-02-16 00:00:00
3,JINPAO,JP2105-20231114003,2023-11-14 00:00:00,D003,490020,MKTS3,Y,2023-11-14 00:00:00
3,JINPAO,JP2105-20231114004,2023-11-14 00:00:00,D003,490020,MKTS3,Y,2023-11-14 00:00:00
3,JINPAO,JP2101-20231206001,2023-12-06 00:00:00,A027,560146,MKTS5,Y,2023-12-06 00:00:00
3,JINPAO,JP2105-20231208001,2023-12-08 00:00:00,D003,490020,MKTS3,Y,2023-12-08 00:00:00
3,JINPAO,JP2101-20250408004,2025-04-08 00:00:00,S094,560146,MKTS5,Y,2025-04-08 00:00:00
3,JINPAO,JP2106-20240621001,2024-06-21 00:00:00,T044,560071,MKTS1,Y,2024-06-21 00:00:00
3,JINPAO,JP2106-20171115003,2017-11-15 00:00:00,J008,510017,MKTS1,Y,2017-11-15 00:00:00
3,JINPAO,JP2105-20181023003,2018-10-23 00:00:00,C041,510043,MKTS1,Y,2018-10-23 00:00:00
3,JINPAO,JP2106-20190111005,2019-01-11 00:00:00,J008,520005,MKTS1,Y,2019-01-11 00:00:00
3,JINPAO,JP2105-20190115002,2019-01-15 00:00:00,C041,520005,MKTS1,Y,2019-01-15 00:00:00
3,JINPAO,JP2106-20190327005,2019-03-27 00:00:00,A020,580070,MKTS2,Y,2019-03-27 00:00:00
3,JINPAO,JP2105-20190527001,2019-05-27 00:00:00,D003,500038,MKTS3,Y,2019-05-27 00:00:00
3,JINPAO,JP2105-20201105003,2020-11-05 00:00:00,C041,510043,MKTS1,Y,2020-11-05 00:00:00
3,JINPAO,JP2106-20210913001,2021-09-13 00:00:00,A011,580128,MKTS2,Y,2021-09-13 00:00:00
3,JINPAO,JP2105-20211104002,2021-11-04 00:00:00,D003,490020,MKTS3,Y,2021-11-04 00:00:00
3,JINPAO,JP2105-20211202001,2021-12-02 00:00:00,C041,510017,MKTS1,Y,2021-12-02 00:00:00
3,JINPAO,JP2105-20220204003,2022-02-04 00:00:00,L013,550025,MKTS4,Y,2022-02-04 00:00:00
3,JINPAO,JP2101-20220212001,2022-02-12 00:00:00,A027,560146,MKTS5,Y,2022-02-12 00:00:00
3,JINPAO,JP2101-20220212002,2022-02-12 00:00:00,A027,560146,MKTS5,Y,2022-02-12 00:00:00
3,JINPAO,JP2106-20230929001,2023-09-29 00:00:00,F005,520035,MKTS4,Y,2023-09-29 00:00:00
3,JINPAO,JP2105-20240108001,2024-01-08 00:00:00,L013,620070,MKTS2,Y,2024-01-08 00:00:00
3,JINPAO,JP2105-20240508002,2024-05-08 00:00:00,A029,640004,MKTS4,Y,2024-05-08 00:00:00
3,JINPAO,JP2101-20240621001,2024-06-21 00:00:00,S090,560146,MKTS5,Y,2024-06-21 00:00:00
3,JINPAO,JP2101-20240813001,2024-08-13 00:00:00,S086,650114,MKTS5,Y,2024-08-13 00:00:00
3,JINPAO,JP2101-20241119001,2024-11-19 00:00:00,C046,560146,MKTS5,Y,2024-11-19 00:00:00
3,JINPAO,JP2105-20250122001,2025-01-22 00:00:00,C014,510043,MKTS2,Y,2025-01-22 00:00:00
3,JINPAO,JP2104-20250303001,2025-03-03 00:00:00,A020,510043,MKTS2,Y,2025-03-03 00:00:00
3,JINPAO,JP2106-20180214002,2018-02-14 00:00:00,B004,470013,MKTS4,Y,2018-02-14 00:00:00
3,JINPAO,JP2105-20190228002,2019-02-28 00:00:00,S008,560146,MKTS5,Y,2019-02-28 00:00:00
3,JINPAO,JP2101-20191112001,2019-11-12 00:00:00,T026,540071,MKTS5,Y,2019-11-12 00:00:00
3,JINPAO,JP2106-20191118001,2019-11-18 00:00:00,F036,550025,MKTS4,Y,2019-11-18 00:00:00
3,JINPAO,JP2105-20191119005,2019-11-19 00:00:00,A010,510028,MKTS2,Y,2019-11-19 00:00:00
3,JINPAO,JP2101-20200121003,2020-01-21 00:00:00,T026,540071,MKTS5,Y,2020-01-21 00:00:00
3,JINPAO,JP2105-20200211004,2020-02-11 00:00:00,M030,510043,MKTS1,Y,2020-02-11 00:00:00
3,JINPAO,JP2105-20200901001,2020-09-01 00:00:00,C041,510043,MKTS1,Y,2020-09-01 00:00:00
3,JINPAO,JP2101-20200914001,2020-09-14 00:00:00,T026,540071,MKTS5,Y,2020-09-14 00:00:00
3,JINPAO,JP2105-20200922001,2020-09-22 00:00:00,C013,540052,MKTS2,Y,2020-09-22 00:00:00
3,JINPAO,JP2106-20201102002,2020-11-02 00:00:00,R004,560071,MKTS1,Y,2020-11-02 00:00:00
3,JINPAO,JP2105-20210213001,2021-02-13 00:00:00,H001,550024,MKTS3,Y,2021-02-13 00:00:00
3,JINPAO,JP2106-20210723002,2021-07-23 00:00:00,S065,510017,MKTS1,Y,2021-07-23 00:00:00
3,JINPAO,JP2101-20220205003,2022-02-05 00:00:00,A027,560146,MKTS5,Y,2022-02-05 00:00:00
3,JINPAO,JP2101-20210918001,2021-09-18 00:00:00,E012,560146,MKTS5,Y,2021-09-18 00:00:00
3,JINPAO,JP2105-20230222003,2023-02-22 00:00:00,C013,510043,MKTS2,Y,2023-02-22 00:00:00
3,JINPAO,JP2109-20221006001,2022-10-06 00:00:00,S064,510028,MKTS2,Y,2022-10-06 00:00:00
3,JINPAO,JP2105-20230428005,2023-04-28 00:00:00,F005,520035,MKTS4,Y,2023-04-28 00:00:00
3,JINPAO,JP2105-20231101001,2023-11-01 00:00:00,C014,510043,MKTS2,Y,2023-11-01 00:00:00
3,JINPAO,JP2106-20240402001,2024-04-02 00:00:00,F005,520035,MKTS4,Y,2024-04-02 00:00:00
3,JINPAO,JP2106-20240821002,2024-08-21 00:00:00,S059,580128,MKTS2,Y,2024-08-21 00:00:00
3,JINPAO,JP2105-20250211002,2025-02-11 00:00:00,F005,520035,MKTS4,Y,2025-02-11 00:00:00
3,JINPAO,JP2105-20190117001,2019-01-17 00:00:00,I006,550025,MKTS4,Y,2019-01-17 00:00:00
3,JINPAO,JP2105-20190215003,2019-02-15 00:00:00,C013,540052,MKTS2,Y,2019-02-15 00:00:00
3,JINPAO,JP2106-20230703003,2023-07-03 00:00:00,A011,580128,MKTS2,Y,2023-07-03 00:00:00
3,JINPAO,JP2105-20230808003,2023-08-08 00:00:00,D001,490020,MKTS3,Y,2023-08-08 00:00:00
3,JINPAO,JP2101-20231020001,2023-10-20 00:00:00,A027,650717,MKTS5,Y,2023-10-20 00:00:00
3,JINPAO,JP2101-20240627002,2024-06-27 00:00:00,A033,650114,MKTS5,Y,2024-06-27 00:00:00
3,JINPAO,JP2106-20241003004,2024-10-03 00:00:00,F005,520035,MKTS4,Y,2024-10-03 00:00:00
3,JINPAO,JP2106-20241125001,2024-11-25 00:00:00,P029,670003,MKTS2,Y,2024-11-25 00:00:00
3,JINPAO,JP2105-20250211001,2025-02-11 00:00:00,A029,640004,MKTS4,Y,2025-02-11 00:00:00
3,JINPAO,JP2106-20180608002,2018-06-08 00:00:00,B001,510028,MKTS2,Y,2018-06-08 00:00:00
3,JINPAO,JP2101-20180717001,2018-07-17 00:00:00,T026,540071,MKTS5,Y,2018-07-17 00:00:00
3,JINPAO,JP2101-20180717002,2018-07-17 00:00:00,T026,540071,MKTS5,Y,2018-07-17 00:00:00
3,JINPAO,JP2105-20190228001,2019-02-28 00:00:00,C041,510043,MKTS1,Y,2019-02-28 00:00:00
3,JINPAO,JP2106-20190228001,2019-02-28 00:00:00,C044,510043,MKTS1,Y,2019-02-28 00:00:00
3,JINPAO,JP2106-20201015002,2020-10-15 00:00:00,S031,510017,MKTS1,Y,2020-10-15 00:00:00
3,JINPAO,JP2105-20201109001,2020-11-09 00:00:00,D005,490020,MKTS3,Y,2020-11-09 00:00:00
3,JINPAO,JP2105-20201218002,2020-12-18 00:00:00,I004,550025,MKTS4,Y,2020-12-18 00:00:00
3,JINPAO,JP2106-20210428001,2021-04-28 00:00:00,J008,510017,MKTS1,Y,2021-04-28 00:00:00
3,JINPAO,JP2106-20211109001,2021-11-09 00:00:00,S044,560071,MKTS1,Y,2021-11-09 00:00:00
3,JINPAO,JP2106-20220401004,2022-04-01 00:00:00,F021,620070,MKTS2,Y,2022-04-01 00:00:00
